"CpG","p_value_cluster2","FDR_pval_cluster2","bonferroni_pval_cluster2","PC10_pValue_C2"
"cg04632671",0.000610843327405006,0.0318903311115521,1,0.162098639352432
"cg04637478",2.05079686856338e-09,8.59029611227373e-07,0.000956099957296066,0.29736439224851
"cg04637727",0.000139641103867637,0.0112240034942268,1,0.576208621802601
"cg04643444",1.45489431319989e-07,3.68232802857007e-05,0.0678284822862608,0.295794547601873
"cg04646842",0.00039485629644818,0.0236948846841047,1,0.00272443319583542
"cg04648087",2.28542111123292e-05,0.00272293353142548,1,0.530320608551191
"cg04649489",0.000288561516301726,0.0189608676437084,1,0.198028870449349
"cg04650834",7.58353054115278e-06,0.00109120684878404,1,0.326211063649213
"cg04650971",0.000605013576387553,0.0316853262675876,1,0.0896966708468585
"cg04651603",9.05443077531853e-05,0.00808050749871837,1,0.182436756200373
"cg04655804",0.000949106598039104,0.0426365424903847,1,0.801369498431482
"cg04658856",0.000848218835989732,0.0397090322001365,1,0.275294775093012
"cg04658945",2.97877835635964e-05,0.00337398755767753,1,0.490268773440051
"cg04661436",4.31536188404868e-06,0.000678765367274106,1,0.241893208350783
"cg04663285",0.000483247284137621,0.0272094484408836,1,0.50165080194346
"cg04663556",1.94702862562959e-05,0.00239378235370819,1,0.9030206521836
"cg04674956",0.00088756004123424,0.0408881896505705,1,0.999351568322174
"cg04676172",4.75665344633613e-05,0.00490835468473422,1,0.0544241463490375
"cg04678793",2.56203134214781e-12,2.30142980730518e-09,1.19444206999139e-06,0.862152111456456
"cg04685570",5.83795101221274e-05,0.00575561938569025,1,0.0626983953276094
"cg04686481",0.000392339927758558,0.0235894255068854,1,0.235966967962968
"cg04691233",2.52642224957454e-10,1.34610376063074e-07,0.00011778407905519,0.358622873643482
"cg04691669",6.27326876714016e-09,2.31197973016573e-06,0.00292465435865965,0.259254036404815
"cg04691867",0.000314824950500709,0.0201751512505821,1,0.629588430459974
"cg04692538",0.00106059440647752,0.0457028059570644,1,0.256495174435589
"cg04696149",0.000820531354469772,0.0388285731055621,1,0.0283686288880318
"cg04699482",0.000162158359135263,0.0125123612138517,1,0.228345330584947
"cg04701182",0.000193832132526388,0.0142487599494928,1,0.161186654350383
"cg04706229",1.38841405637456e-14,2.04838964812762e-11,6.47291128808326e-09,0.439611186735158
"cg04716447",0.000192114626123852,0.014162803246454,1,0.572818254759308
"cg04717837",5.50743940380054e-10,2.70560360063904e-07,0.000256761781700645,0.42560822916191
"cg04719721",0.000209957799725571,0.0150870970781807,1,0.570329902519612
"cg04720592",0.000270094797784461,0.0181024476107383,1,0.0181692951301009
"cg04721485",0.000739885061400344,0.0363248814859302,1,0.362982324162848
"cg04722215",3.28088875337682e-06,0.000536883069435961,1,0.431662741316678
"cg04722901",3.73590606735948e-12,3.16489449268705e-09,1.7417130317576e-06,0.101453275535684
"cg04723113",0.000329120122577358,0.0208193708584352,1,0.328615422633212
"cg04724659",0.000874684717256398,0.0405192654359487,1,0.016961802851996
"cg04725144",0.000306536865938743,0.019777227474735,1,0.823174105048813
"cg04725313",0.00045751055579501,0.0262001644400732,1,0.93060450879895
"cg04728310",0.000684002582534905,0.0344669433637068,1,0.204496599853317
"cg04733989",8.61153253314255e-05,0.00776953755502188,1,0.540480429935256
"cg04735660",0.000234337020724229,0.0163449011319432,1,0.917899554105051
"cg04736951",0.000823611923974661,0.0389072136451821,1,0.322199280405954
"cg04739953",4.75423591656352e-06,0.000735146790190767,1,0.277545737846966
"cg04740028",5.20961822604533e-18,1.65122175342358e-14,2.42877090354637e-12,0.070404210149188
"cg04740264",4.16007200138048e-05,0.00441489416729249,1,0.83753362116516
"cg04742135",0.000159549828593498,0.0123458200894185,1,0.0867407959730018
"cg04742282",0.000522536654568931,0.0287828425336011,1,0.58297621407547
"cg04742719",0.000138091140347622,0.0111363661045363,1,0.309137234430176
"cg04743947",0.000307470860365116,0.0198237702032859,1,0.932394276509074
"cg04751035",7.4815291586267e-17,1.81664386849698e-13,3.48795622751419e-11,0.814037771945372
"cg04757411",3.35127148246062e-10,1.73792316636984e-07,0.000156239292656648,0.292493055619998
"cg04757806",4.01716339889127e-15,6.6412685497649e-12,1.8728377310337e-09,0.553980043462459
"cg04759439",8.94642228940465e-12,6.93993775228128e-09,4.17090258912105e-06,0.732125724716754
"cg04768315",0.000436298427837747,0.0253623757785297,1,0.541968243407211
"cg04769392",0.000985783062776595,0.0437055567856345,1,0.624975458535848
"cg04770195",3.40940280664336e-07,7.81078266870956e-05,0.158949427308239,0.70818503583659
"cg04770364",0.000357115212948966,0.0220458588868809,1,0.463575951001856
"cg04775505",5.69963184511337e-05,0.00565606569365359,1,0.0778506248131516
"cg04776470",2.07500264829343e-10,1.13012255801195e-07,9.67384909658233e-05,0.535824076902154
"cg04777726",0.000568838388875059,0.0304095952222661,1,0.397939104053957
"cg04779191",0.000998270713239867,0.0439782366170382,1,0.0509607977128316
"cg04779788",0.000374906697551478,0.0228208482254573,1,0.432029952634792
"cg04783530",0.000180957705077361,0.0135400286666327,1,0.214328096885731
"cg04784014",1.95685708364567e-06,0.000347544527279757,0.912304384109362,0.194209551302227
"cg04785900",2.15360427442859e-06,0.000375759616458488,1,0.65124905985375
"cg04786287",6.00647328517902e-14,7.65101613062849e-11,2.80027190381003e-08,0.395235110625956
"cg04790154",0.000521726897357416,0.0287612362646451,1,0.43870854056377
"cg04793888",0.000225398473686419,0.0158951440052748,1,0.647042535759313
"cg04794420",6.72570001845798e-06,0.000982941028183472,1,0.581743814489211
"cg04797496",9.12110778707137e-06,0.00128037806274918,1,0.802152831452057
"cg04797725",0.000446289474255323,0.0257693200110675,1,0.501619043134992
"cg04799778",1.74510481207161e-05,0.00218294491368686,1,0.547397364360482
"cg04805612",0.000365832361553556,0.0224371275232217,1,0.438965938609576
"cg04807004",8.0909226331574e-05,0.00739909954861059,1,0.806340759396348
"cg04809988",1.74608933428506e-07,4.33001363004099e-05,0.0814042562447705,0.986669062002647
"cg04811114",0.000538985558330618,0.0294032200051204,1,0.8360116086114
"cg04811706",0.000662055146610388,0.0336716851474437,1,0.988871043135487
"cg04815577",3.86221785706167e-06,0.000617066732324491,1,0.261372315449502
"cg04817238",0.000580543397326486,0.0308192389802077,1,0.212784747121711
"cg04819760",8.95838581567402e-05,0.00801012676014493,1,0.888842604906766
"cg04822278",1.65924597631004e-08,5.42845899908439e-06,0.00773555407369526,0.201809439321975
"cg04823299",3.5268681683697e-06,0.000570724637940808,1,0.867075804574257
"cg04826413",2.33512641680741e-06,0.000403505171109475,1,0.415574146625279
"cg04829760",6.73791871383806e-07,0.000140740570835101,0.314127834565973,0.709683724337246
"cg04831076",0.000222495733409844,0.015747610957533,1,0.200762452574948
"cg04834794",0.000764650737482648,0.0371031490082273,1,0.264984204307552
"cg04835101",4.94381353665129e-05,0.00506004470934942,1,0.698795796912537
"cg04835284",0.000222649670279089,0.0157537228913559,1,0.686806985536161
"cg04841405",0.00100686340230019,0.0442208407891518,1,0.0467064584196827
"cg04842790",0.000233188725217348,0.0162868438044726,1,0.640122199495772
"cg04842962",0.000378380228794956,0.0229842694574942,1,0.722340167447143
"cg04843085",5.00737416062662e-07,0.000109087985983719,0.233448290005158,0.211146794308233
"cg04844175",0.000352035513198122,0.0218509019534793,1,0.737318465322622
"cg04844207",5.08589568568246e-17,1.27555913505483e-13,2.37109034172634e-11,0.2539701870302
"cg04848570",0.000102106917848709,0.00885475522011328,1,0.0252587393081287
"cg04848913",0.000398923061735782,0.0238499001909178,1,0.0708075273354155
"cg04850961",9.4504384333682e-05,0.00832712049061076,1,0.349414334036432
"cg04851348",0.000142276991750706,0.0113829634788103,1,0.836441207973728
"cg04852949",1.27699650553756e-10,7.35905146909965e-08,5.95347263850161e-05,0.193813188950295
"cg04853925",4.88402149967931e-06,0.000751973176797883,1,0.919655342221562
"cg04854794",1.07580740999504e-07,2.82245974567461e-05,0.0501551096806377,0.329664759580842
"cg04854908",0.000670004243731895,0.0339442130101507,1,0.0108124598111433
"cg04856096",0.000316149566772338,0.0202322269561242,1,0.141821151281181
"cg04856205",0.000733842699291248,0.0361002875384384,1,0.984766663896491
"cg04858090",1.40942858210273e-06,0.000262310694544324,0.657088289833531,0.153032445202522
"cg04858161",6.35082762484137e-15,1.00707925039104e-11,2.96081299614967e-09,0.666033321178666
"cg04859706",5.4614420397213e-05,0.00546685534734832,1,0.923678091402955
"cg04861968",5.72033709971092e-05,0.00567057758647486,1,0.719034359311602
"cg04862347",0.000796843356275206,0.0381060154154998,1,0.742143402189045
"cg04862799",0.000713320947275075,0.0354878503370148,1,0.248312493167217
"cg04867406",0.000272878744557366,0.0182242802052764,1,0.279920547818345
"cg04868734",0.000147962733480653,0.0117235822592253,1,0.139237007608951
"cg04871875",4.59138157239574e-13,4.70449101425284e-10,2.14054341148504e-07,0.773392677343324
"cg04877966",0.000530728762515465,0.0291060493640245,1,0.488461021673904
"cg04878072",2.09928301770253e-07,5.11339935423239e-05,0.097870463640008,0.425165962013925
"cg04878685",0.000618523285758545,0.0321808243680789,1,0.304944284060223
"cg04879235",2.90794063740283e-09,1.17277820500214e-06,0.00135570809662294,0.820364813064681
"cg04882175",2.21990548732438e-11,1.56571848311651e-08,1.03493991734001e-05,0.851624687360603
"cg04882233",0.000585030169607297,0.0309622352528605,1,0.147921129188086
"cg04883472",0.0011503723357679,0.0481085339330839,1,0.152015231986132
"cg04885673",0.00048706827972708,0.0273782994481893,1,0.158788042603182
"cg04885885",5.52376586264162e-09,2.07012006355007e-06,0.00257522935905629,0.364417788021785
"cg04887278",0.00115976104523281,0.0483571947848792,1,0.437069989370708
"cg04888234",8.26038746724549e-08,2.23250259751713e-05,0.0385106698071705,0.576877493997676
"cg04891328",0.000829364571006647,0.039095776267385,1,0.617160580374641
"cg04897230",0.000294418661517228,0.0192161038453431,1,0.47488381771352
"cg04897900",0.000476491834963613,0.0269658633025675,1,0.213296693884887
"cg04899361",0.000227516110765395,0.016012450716974,1,0.185118400516667
"cg04899629",0.000958967613294683,0.0429182424907844,1,0.171198617951711
"cg04902474",0.000988413359003682,0.0437779976902667,1,0.513939542868829
"cg04903360",0.000731153199792224,0.0360207388156452,1,0.454971805058385
"cg04910970",8.47275837490975e-06,0.00120063106662866,1,0.289273169902329
"cg04913291",0.000824826552004013,0.0389369746844106,1,0.115604225597789
"cg04919425",9.7265900700658e-05,0.00851572550230105,1,0.408009417530101
"cg04919489",7.63855782124138e-05,0.0070826658776514,1,0.475117486615674
"cg04920358",9.66907029535001e-05,0.00847767510553756,1,0.302880772943838
"cg04920689",0.000180272793237418,0.0135098535062568,1,0.963641181915023
"cg04922015",1.37053489055988e-06,0.000256814992280157,0.638955700793031,0.0687720769529513
"cg04923011",5.23327525694218e-11,3.33306014243683e-08,2.43980002426376e-05,0.121306098503935
"cg04923197",4.51235173653938e-05,0.0047094224104327,1,0.973672718289873
"cg04924141",6.54131081798866e-06,0.000961115025258013,1,0.390869040816251
"cg04926384",0.000103403125364433,0.00893723909399833,1,0.268749727887692
"cg04928293",6.92197715194599e-11,4.30852876639731e-08,3.22708804603159e-05,0.951425598682678
"cg04932329",2.41058270947332e-07,5.7650803817792e-05,0.112383535440085,0.916405207196838
"cg04932840",1.71170928372394e-06,0.000307757143638894,0.798014273455653,0.866425068796481
"cg04934305",0.000112417467972208,0.00953776803018293,1,0.466524931675146
"cg04938149",9.90512256943594e-05,0.00864120001492171,1,0.568656390776102
"cg04940570",0.00119108402865771,0.0491106477329516,1,0.956392886488075
"cg04941630",0.000468622861259668,0.0266638552442334,1,0.914970982726429
"cg04944537",2.65966748449747e-07,6.25610957759878e-05,0.123996091828008,0.209684148568134
"cg04944784",1.46099385352145e-05,0.00189760265270921,1,0.0208128566955257
"cg04944812",3.53705241712285e-06,0.000571975605388286,1,0.269748401486973
"cg04944931",0.000482255565975861,0.0271727577447047,1,0.413478961843427
"cg04945626",3.0926881903838e-05,0.00347096549964044,1,0.844824609661745
"cg04945668",0.00108398834719374,0.0463850503310553,1,0.944738426984554
"cg04949206",0.000154182729521215,0.0120667074277919,1,0.663926162292381
"cg04951051",1.82093531261012e-05,0.00226141830356061,1,0.212474796965939
"cg04951739",0.000400017461540538,0.0238912153646185,1,0.383149771442935
"cg04958157",0.000462271662887536,0.0264015245437166,1,0.399400320585683
"cg04958165",0.000558024069992864,0.0300653927709815,1,0.263817914879318
"cg04959837",5.88294456050313e-07,0.000125523189959158,0.27426817006076,0.71382583797353
"cg04965050",7.43196442742254e-21,4.61979827165898e-17,3.46484870374424e-15,0.458952535125509
"cg04966586",0.000452247355048657,0.0259913445697583,1,0.948480114000353
"cg04966682",8.04721063228692e-06,0.00114906034354299,1,0.845565104355578
"cg04967698",1.30370007216698e-16,2.93621597557922e-13,6.07796706944898e-11,0.22056862832743
"cg04969688",4.145708487506e-05,0.0044036605337245,1,0.398356500318114
"cg04972065",0.000950012098929647,0.0426459319192415,1,0.874133587025691
"cg04972529",0.000160645139613422,0.0124079207909267,1,0.432711558458569
"cg04973183",0.000194276942957175,0.0142703102724313,1,0.0952912321266826
"cg04974121",1.02018615728271e-09,4.68129889961237e-07,0.000475619968200617,0.534005863282324
"cg04974130",0.00029823221931098,0.019397118405797,1,0.447751829372922
"cg04978470",3.8283171663732e-12,3.22165328125935e-09,1.78479591781768e-06,0.346876866981984
"cg04979876",0.000608968851098701,0.0318256547834756,1,0.861856756846491
"cg04980002",1.25703908964415e-06,0.000239201198752616,0.586042936943909,0.0197002565691141
"cg04985097",0.00117981589170112,0.0488201324764412,1,0.513729385551466
"cg04985185",0.000827724273715043,0.0390500410771521,1,0.974367822964844
"cg04986276",2.18466566791249e-12,1.99317181286070e-09,1.01851079637182e-06,0.199532167347724
"cg04986319",0.000561504778134749,0.030165773347479,1,0.825534565524014
"cg04986324",0.000230445053768573,0.0161581172221865,1,0.337183970568393
"cg04988487",8.8907081725607e-06,0.00125262259486895,1,0.467204856544427
"cg04992704",0.000509770513952117,0.0283029178919974,1,0.721957652339321
"cg04993279",0.0010316052979231,0.0448900958980933,1,0.380484742322458
"cg04995536",0.000106587680732597,0.00915329630554617,1,0.51954983034286
"cg04995860",0.000126421595491681,0.0104388702235295,1,0.627451049052957
"cg04998327",1.93635078411773e-05,0.0023825393579117,1,0.638436980564739
"cg05001532",0.00017272658048662,0.0130831334463179,1,0.651769641291345
"cg05005422",0.000469574873753489,0.0266878010871316,1,0.415787383914623
"cg05006432",5.62474764008332e-09,2.10120831132661e-06,0.0026223079725356,0.227697140097849
"cg05007442",3.76184836787171e-07,8.53019244035556e-05,0.17538075657371,0.873199203409656
"cg05009018",1.24498774044373e-09,5.5432347437343e-07,0.00058042448948453,0.307221344917732
"cg05010129",0.000917666550606699,0.0417552610669333,1,0.0816348785524431
"cg05012457",0.00111011035413527,0.0470750807796114,1,0.545453512312592
"cg05014499",0.000689357772406094,0.0346207904465876,1,0.238563344343929
"cg05018280",0.000478859713115697,0.0270477612062133,1,0.815563778330294
"cg05022385",2.94934021451015e-05,0.0033495954983351,1,0.052759064355908
"cg05030251",3.65314823951368e-06,0.00058911469650482,1,0.416592104712649
"cg05033369",0.00120031217512255,0.049368887415237,1,0.372721893221746
"cg05033701",4.52834590930557e-07,9.99127126375505e-05,0.211115561803144,0.24498575503803
"cg05034124",4.34286344488191e-05,0.00458272508045801,1,0.433770580484344
"cg05036715",0.000228658640273963,0.0160570441366899,1,0.292449372476114
"cg05037544",2.20990934720896e-05,0.00265057789259825,1,0.462710507362666
"cg05040210",4.85304024251595e-05,0.00498816842550841,1,0.232178426623759
"cg05040360",5.05166005322481e-05,0.00514536438216589,1,0.301458910439182
"cg05042706",7.60062186046095e-05,0.00705310174550884,1,0.398638979883806
"cg05046377",0.000130123502483579,0.0106597694551691,1,0.435480896180538
"cg05048377",0.00122027495620367,0.0498644199366077,1,0.124157035946224
"cg05048917",0.000264617628402395,0.0178429394631486,1,0.35724984155305
"cg05049822",0.000142980907216306,0.0114239907064964,1,0.332333888875256
"cg05051799",0.000262720554573642,0.017753687060041,1,0.282982935295782
"cg05051976",2.40614105994254e-05,0.00283632014517005,1,0.478869102020061
"cg05057057",5.54336005251441e-05,0.00553278601310788,1,0.20367424693156
"cg05057827",2.64877277752699e-05,0.00306802908779647,1,0.626344831144804
"cg05057843",0.00055528494814715,0.0299836507286002,1,0.284834232060866
"cg05058976",3.38629808134721e-09,1.34818329821247e-06,0.0015787226422068,0.758159271256014
"cg05059605",0.000231512391858174,0.0162037472895673,1,0.880804857187738
"cg05063104",0.000560244929528164,0.0301263019480139,1,0.898910188679185
"cg05063138",4.06930657366921e-05,0.00434229193958286,1,0.221782493529028
"cg05064937",3.05099968294045e-08,9.36407841464112e-06,0.0142240351118399,0.199498373157518
"cg05065879",3.08273974030232e-11,2.09832676334e-08,1.4372010115866e-05,0.745781293333525
"cg05066621",1.48495165024035e-10,8.40167262022942e-08,6.92297823906904e-05,0.276472413234205
"cg05070268",3.20415973543715e-05,0.00357455876070452,1,0.135824792661817
"cg05072547",8.29764076534791e-05,0.00754669294493188,1,0.163212575748945
"cg05074709",1.93498999556605e-05,0.00238149353443203,1,0.77055302228087
"cg05075118",0.000388704705070456,0.0234079452196481,1,0.773265478894319
"cg05076103",0.000850837408091579,0.0398021329709981,1,0.516989618688416
"cg05076914",0.000288033528630834,0.0189372194823653,1,0.642916371910573
"cg05077452",0.000244060921666711,0.0168642949798897,1,0.898770944927477
"cg05079794",1.20945372287184e-07,3.12458031314264e-05,0.056385821068636,0.003908037019599
"cg05082102",0.000688034141117898,0.0345878487056755,1,0.740957125875551
"cg05082963",5.05552626125402e-05,0.00514536438216589,1,0.0288816817512085
"cg05083202",1.11296017159354e-05,0.00151539733831324,1,0.439591214215262
"cg05084700",0.000414307278313409,0.0244870413178519,1,0.943696974708919
"cg05085682",4.56124495946724e-06,0.000710488958004766,1,0.0850936911803159
"cg05085809",4.94273401066131e-06,0.000759507936841265,1,0.979076607974746
"cg05099952",3.51639290268184e-07,8.02519027152311e-05,0.16393740187664,0.384430586114872
"cg05100419",0.000439473590647179,0.0255087827716671,1,0.881495155008104
"cg05105330",4.58890095452756e-05,0.0047764834228831,1,0.712772214123021
"cg05106294",0.000302051656181667,0.0195815633584432,1,0.363356270865355
"cg05112967",0.000324454193801781,0.0205996820425078,1,0.816573603643567
"cg05115106",0.000406124652743441,0.0241565409837799,1,0.807793291713899
"cg05115862",2.4890123360963e-05,0.00291338175294783,1,0.250928774747869
"cg05116255",0.000262921733614005,0.0177595593315635,1,0.37044615904118
"cg05116343",2.61351343725454e-08,8.1774730608658e-06,0.01218443486069,0.411334409899027
"cg05118587",5.63404371446798e-05,0.00559932186330932,1,0.650753062669124
"cg05119504",0.00104227052826254,0.0451846662368188,1,0.763584790342251
"cg05120716",6.27134792466148e-05,0.00608032977084932,1,0.137708063826409
"cg05123333",0.000293637644896221,0.0191893065306171,1,0.125366085450737
"cg05125220",2.66570492320417e-05,0.0030838104876975,1,0.0903602680576671
"cg05126147",0.000930295175261597,0.0421406901830095,1,0.305505330521425
"cg05126289",2.61405459019173e-05,0.00303460103694894,1,0.233942301710951
"cg05129094",6.16896595455153e-13,6.1080022711201e-10,2.87602744870551e-07,0.147957307080988
"cg05129295",0.00111584013213883,0.0472021333966347,1,0.867430135210612
"cg05129325",0.000395839362714431,0.0237263915468928,1,0.47728770252109
"cg05133814",0.000648494872909936,0.0332278113588051,1,0.76211950416568
"cg05136263",3.48629276339059e-05,0.00383244768433757,1,0.72014003767373
"cg05138918",2.09002947247421e-06,0.000366863912022865,0.974390550332728,0.0635522812379255
"cg05141924",0.000146458228474261,0.011634033777263,1,0.251267874049747
"cg05142272",0.000839258885607042,0.0394358276691497,1,0.648326150717023
"cg05142373",1.28511858822307e-07,3.29737948209627e-05,0.0599133851896891,0.780598352061774
"cg05147692",4.92106542412711e-14,6.42645655550945e-11,2.29424499031687e-08,0.100542267666923
"cg05151228",1.26721799807979e-16,2.88189480813064e-13,5.90788435666782e-11,0.856205492630471
"cg05151496",0.000106212532914442,0.0091259194171598,1,0.76708955137842
"cg05156901",1.02883510620483e-05,0.00142336334540396,1,0.756995180373397
"cg05164937",0.000149741732530854,0.0118183415238661,1,0.992370485261986
"cg05166684",2.26417342951684e-05,0.00270267370207999,1,0.0335740125927137
"cg05168468",0.00098084364104142,0.0435502983853599,1,0.0776340622617285
"cg05169666",1.03811909380654e-05,0.00143359142359139,1,0.85785300280884
"cg05171584",2.86216393835325e-06,0.000478267594098828,1,0.512887438856777
"cg05171921",0.000406473538031246,0.0241742086607997,1,0.0152480835611753
"cg05178005",1.3984635220557e-05,0.00183087975331105,1,0.0629162985091201
"cg05178234",0.000515974716578892,0.0285217046053508,1,0.377178117292234
"cg05181041",1.31452357718351e-07,3.36357147307985e-05,0.0612842722395148,0.886484742726809
"cg05182249",3.71649212072115e-07,8.43965940140909e-05,0.173266207510929,0.518409465866488
"cg05184016",9.10073572441513e-11,5.43257989928791e-08,4.24284490134386e-05,0.147105681889088
"cg05185311",1.12077433361246e-14,1.6747278246767e-11,5.2251508129913e-09,0.280315292611078
"cg05185584",0.0005269397844189,0.0289527483740897,1,0.856615751899763
"cg05186522",0.000121715304402372,0.0101511217084303,1,0.49371193094022
"cg05190718",7.06880349649554e-07,0.000146273404762436,0.329553980929769,0.417201440907559
"cg05193067",0.000292895835004695,0.0191596287837384,1,0.588713474704548
"cg05194426",1.69116403958328e-06,0.000304650655228007,0.788435895730082,0.569812281277606
"cg05194552",0.000144334983098363,0.0115026099376589,1,0.998878966234796
"cg05194864",0.000158042748748306,0.0122627928998391,1,0.673595848474689
"cg05198733",0.00119829978548169,0.049320927402634,1,0.974666728186298
"cg05200540",1.91229561391698e-07,4.6996806846e-05,0.089152942586862,0.228915261331625
"cg05200811",9.33592190638467e-05,0.0082637000494659,1,0.870999430796874
"cg05201185",0.000638722982374348,0.0329109640682761,1,0.0891613345935746
"cg05201777",0.000820497093282647,0.0388285731055621,1,0.0855725442656995
"cg05201970",6.69560949474709e-07,0.000140093944579259,0.312155340693655,0.734645595665091
"cg05204315",0.000159052540560619,0.0123175624389079,1,0.833504063315894
"cg05207068",2.00289613825516e-05,0.00244762308183434,1,0.877966941025141
"cg05207121",0.000277645678301962,0.0184445270424974,1,0.863398562417258
"cg05209814",7.90247043371861e-09,2.82098226526303e-06,0.00368420283843352,0.110286702272322
"cg05210412",7.13667775597685e-05,0.00671073699059341,1,0.975047728216962
"cg05211480",2.51596489335251e-09,1.03344975944051e-06,0.00117296547696498,0.863693906962035
"cg05212282",7.8010998042041e-05,0.00720472055986171,1,0.792915169127763
"cg05214453",0.000201555254173547,0.0146708623720523,1,0.196145559049937
"cg05216141",1.53394373107561e-16,3.38928138825132e-13,7.15138372921028e-11,0.805608555062014
"cg05217213",6.77334226102589e-11,4.22730002967955e-08,3.15779312217062e-05,0.15646241697238
"cg05219829",0.00115055901226618,0.0481120249842679,1,0.317818635722913
"cg05223604",4.97812506203535e-08,1.43973120784519e-05,0.0232084670704644,0.612521866296869
"cg05233094",0.000165226446025333,0.0126756715772625,1,0.699451795599385
"cg05233899",2.15632640079022e-05,0.00260033668453088,1,0.229486817779004
"cg05233950",0.000271916944032598,0.0181801414829332,1,0.653431292012784
"cg05234599",0.00033251027825723,0.0209740609276181,1,0.472457301893682
"cg05239225",2.43614531047205e-07,5.81266292207261e-05,0.113575286904987,0.167137129618605
"cg05243042",3.81536022883473e-05,0.00412512819323936,1,0.877224861732992
"cg05247767",0.00113244688915499,0.0476538434647584,1,0.0456367621193482
"cg05250061",0.000168587001752378,0.0128510100555877,1,0.456069213682557
"cg05252158",1.1742895097177e-11,8.83006996832221e-09,5.47464338035977e-06,0.850635572831611
"cg05253716",0.000366608689213772,0.0224712424914099,1,0.378071499222717
"cg05254651",6.95133407047064e-05,0.00657491277269232,1,0.446639151900554
"cg05254689",6.27193080099578e-05,0.00608032977084932,1,0.94205575590071
"cg05256304",2.90689280496758e-11,1.99004344744659e-08,1.35521958771113e-05,0.401662148391547
"cg05258481",6.27184984449863e-07,0.000132848380016077,0.292399284415386,0.522776048154935
"cg05259303",0.000151224942194158,0.0119051720829781,1,0.413647153305314
"cg05262755",3.51109424465536e-07,8.02010650027697e-05,0.163690373670653,0.708884799423138
"cg05262829",0.000233919598079372,0.0163183333683953,1,0.796154752843606
"cg05264148",5.26009399258549e-05,0.00531645298607932,1,0.161367662358076
"cg05264223",2.42965051775826e-06,0.000417253689709291,1,0.447998875052082
"cg05265569",4.27948703041536e-08,1.2587604851501e-05,0.0199513536896292,0.276508775183191
"cg05265771",0.000607994252857307,0.0317920338973161,1,0.584157282409329
"cg05266155",0.000424126127161198,0.0248812655867239,1,0.696622055261963
"cg05272165",0.000700481029776787,0.0350319895060813,1,0.217629096048943
"cg05274741",0.000881860218661046,0.040722184100807,1,0.546000360334396
"cg05274953",0.000253041811358586,0.0173032332996031,1,1.95225130393271e-05
"cg05277504",0.000284532680281828,0.0187785527097269,1,0.805267031198944
"cg05282518",2.76061473938939e-05,0.00317391723066828,1,0.252280325976426
"cg05283091",1.1980494970718e-05,0.00161148718401715,1,0.494690653986396
"cg05284713",0.000590761525685543,0.0311594456531657,1,0.502536243118283
"cg05284751",0.000805274317045234,0.038360259490498,1,0.404029377230757
"cg05284873",0.000853847178754113,0.0398868977314405,1,0.166995653578591
"cg05284912",1.4645987563671e-19,6.66110532702759e-16,6.8280912160715e-14,0.364101756296522
"cg05289892",8.12930774251349e-05,0.00742546323144489,1,0.972748215620392
"cg05289983",5.4135220912538e-05,0.00543227016926677,1,0.368166024415068
"cg05291025",0.000198532987734648,0.0144916025800505,1,0.824865515057922
"cg05293216",5.58650082005252e-06,0.00084369192122315,1,0.854242874042767
"cg05295584",3.49054801530765e-05,0.00383495817868231,1,0.0638360550531641
"cg05302701",0.000886787168831374,0.0408606601298385,1,0.310443286351496
"cg05306225",0.000298180524396016,0.0193964621317347,1,0.617838741085883
"cg05312094",0.000777498036398694,0.0375156884756157,1,0.314457927671004
"cg05312688",0.000950550376705062,0.0426602946258462,1,0.0823850633907022
"cg05314350",6.61087303867491e-05,0.00632031838944606,1,0.617488228366027
"cg05315443",2.07381149779328e-07,5.06193499777335e-05,0.0966829584574709,0.514689527820668
"cg05316627",1.12827249915228e-05,0.00153088123852528,1,0.213434900478118
"cg05320460",8.23388669672223e-17,1.94858481370161e-13,3.83871208299217e-11,0.460964129410885
"cg05322019",0.000524713955895575,0.0288627236889342,1,0.944734356568993
"cg05323879",7.27071622556616e-05,0.00681204449518684,1,0.966718418252784
"cg05324556",7.90141741470223e-06,0.00113066663949997,1,0.103334506693202
"cg05331334",3.30333513013126e-05,0.00366502752899421,1,0.937550159456728
"cg05337694",6.11782697092911e-29,1.75525915998662e-24,2.85218599428989e-23,0.509901109773394
"cg05337761",0.000978971501759727,0.0434878823119486,1,0.0186628406975912
"cg05338785",0.000343790427200094,0.0214936557965038,1,0.451300344172235
"cg05339695",0.000859870016120295,0.0400598721240558,1,0.63345073566073
"cg05340042",3.3639989747469e-06,0.00054855774677082,1,0.940611543660692
"cg05340803",8.533355823357e-05,0.00771292610517923,1,0.186923051532528
"cg05343184",4.27817984814581e-05,0.00452344095368119,1,0.485143884801975
"cg05345039",6.8219599089319e-05,0.00647487603253915,1,0.538822905301175
"cg05346832",0.000379086436193284,0.023009898748224,1,0.340941105717194
"cg05349159",1.75121679030931e-09,7.44241593977496e-07,0.000816433028593313,0.367749271571727
"cg05358915",0.000413292574574056,0.024445403815322,1,0.65032473198836
"cg05359285",0.00114674121734888,0.0479911199460505,1,0.105225482590193
"cg05361366",0.000355893692758248,0.0219966648027483,1,0.973607499124528
"cg05361406",0.000211435263293968,0.0151580843710622,1,0.149181189855475
