"CpG","p_value_cluster1","FDR_pval_cluster1","bonferroni_pval_cluster1","PC10_pValue_C1"
"cg11747142",2.96343669003388e-05,0.0306546281226938,1,0.398572601818331
"cg11767426",4.1572803886283e-06,0.0112683810040815,1,0.230289720904038
"cg11801512",1.969974318396e-06,0.00765349797504234,0.918419757005081,0.00714265872341008
"cg11818615",2.44263483373433e-06,0.00809620104645822,1,0.69590492673865
"cg11829371",7.88739231465496e-05,0.0473374396216899,1,0.946291155247312
"cg11856821",1.38263664571187e-07,0.00173363877376746,0.0644597647960685,0.736909667188593
"cg12054566",3.21986197163479e-06,0.00938205393708677,1,0.284608050495823
"cg12076344",8.70542059056892e-06,0.0172135802635111,1,0.250492076788805
"cg12081643",7.72698339890029e-05,0.0472124778974766,1,0.687978842648991
"cg12199651",7.821937770501e-05,0.0472124778974766,1,0.91258290025463
"cg12223562",1.75783030829774e-05,0.0240084606223646,1,0.798042512575248
"cg12351906",1.60970117135586e-05,0.0230968219940419,1,0.161116531930745
"cg12437157",1.48948818372475e-05,0.0219057664557139,1,0.108080186597166
"cg12448860",7.73208465377876e-05,0.0472124778974766,1,0.0784420054434464
"cg12472181",6.85498274061175e-07,0.00462910814225137,0.319585464851786,0.216114375003332
"cg12477724",7.08887909342907e-05,0.0454581160235113,1,0.0793716269016361
"cg12488274",6.60010451433979e-05,0.0446593341876029,1,0.984619844881725
"cg12489819",8.56677960214516e-06,0.0170679903911816,1,0.223916202236717
"cg12588200",2.52502176455506e-05,0.0285725211609575,1,0.33499371511793
"cg12633998",2.16698076889896e-06,0.00789606962825662,1,0.541231881249777
"cg12686407",4.67937228745048e-06,0.0121483508010607,1,0.887918690903455
"cg12703219",4.46947398865321e-05,0.0372090892638576,1,0.0477906217348355
"cg12852134",8.63094745574513e-05,0.0496156027422378,1,0.905146462544616
"cg12865939",4.3754394820858e-05,0.0369583183374691,1,0.527172575968676
"cg12954234",3.72737929809409e-05,0.0349327381969644,1,0.191408341618079
"cg13032616",6.33439698153405e-05,0.0439529608775671,1,0.171784450568262
"cg13054613",1.62992444076364e-05,0.0230968219940419,1,0.842200086190426
"cg13096541",6.10307286444596e-06,0.0137676485575796,1,0.954971523266488
"cg13139986",7.16767255529915e-06,0.0151093336925427,1,0.787322256983891
"cg13146553",6.24523104492323e-05,0.043748788372384,1,0.99920579144791
"cg13155079",1.44661921045022e-05,0.0217057083587488,1,0.916591581425041
"cg13195526",7.5649923133619e-05,0.0468435365188376,1,0.215697936417552
"cg13272280",8.09952744202418e-06,0.0164177069096463,1,0.230789319613377
"cg13274978",1.87333954252076e-05,0.0246019085853256,1,0.807560109804794
"cg13302670",1.15487029171308e-06,0.00611830595260528,0.538410923829265,0.51856150250991
"cg13313214",5.28366294207388e-06,0.0129842766968456,1,0.931026206987524
"cg13332114",2.89761454251383e-06,0.00882937240686817,1,0.0603807618034799
"cg13341864",2.73126239873031e-05,0.029892344528319,1,0.151308004463992
"cg13369210",8.27737271288862e-05,0.0486631230151714,1,0.285457276612262
"cg13375427",1.90473936738463e-05,0.0246177525206613,1,0.500625378861372
"cg13377341",6.90206408267437e-05,0.0451344122214128,1,0.690818663451525
"cg13388830",7.37350444236365e-05,0.0463912838403497,1,0.530955740408694
"cg13406085",1.90564000735458e-05,0.0246177525206613,1,0.201099043444328
"cg13412395",6.39925673886184e-05,0.0440642125770715,1,0.750470896787909
"cg13445258",2.89231803128743e-05,0.0304628740067179,1,0.706701644108166
"cg13455509",2.59745790875797e-05,0.0290397662873896,1,0.83605731856431
"cg13500074",3.70898821427912e-05,0.0349325997250678,1,0.806478125336819
"cg13501961",8.01361266992001e-05,0.0478363424997534,1,0.381649030397108
"cg13523819",8.54822567361861e-05,0.0494279132717175,1,0.324767129860009
"cg13562917",7.33535590597701e-05,0.0463610958100931,1,0.0240773990003976
"cg13563932",7.20408306074327e-06,0.0151093336925427,1,0.586081116898263
"cg13574099",7.14642915145885e-05,0.0456401313461983,1,0.208800112474262
"cg13577715",3.82135960755289e-05,0.0351390974610971,1,0.775730521674558
"cg13580862",6.57709265122303e-07,0.00462910814225137,0.306629978783404,0.940585912358369
"cg13604623",7.50693998229419e-05,0.046788809922532,1,0.417185852108172
"cg13606421",1.66116362495833e-06,0.00707747508065053,0.774449432428198,0.10543566440202
"cg13609821",5.1986730682486e-05,0.0400606309500019,1,0.721204287836059
"cg13629201",4.86449406348692e-07,0.00384384900482063,0.226787091284417,0.634436006743094
"cg13667095",2.82846984353759e-06,0.00874691709033213,1,0.719697865399369
"cg13680200",3.33108312341011e-05,0.033042147486849,1,0.956916150427442
"cg13702695",4.23758230295585e-05,0.0364501661970248,1,0.276563487726282
"cg13718418",4.94916022890646e-06,0.012677709017353,1,0.464438726337017
"cg13724248",2.51734247046446e-05,0.0285549322582181,1,0.37722795765711
"cg13748570",2.04596496462586e-05,0.0252940437358692,1,0.0590348711192078
"cg13784966",3.48955237410726e-05,0.033822468249068,1,0.546074430037235
"cg13785221",3.74465037743003e-05,0.0349327381969644,1,0.0315498152547473
"cg13793854",7.3705126069146e-06,0.0152044217343232,1,0.493642102078754
"cg13806356",6.78909761303887e-05,0.0451344122214128,1,0.633397270458403
"cg13810385",7.22449054817739e-05,0.0460755473868021,1,0.843272024025004
"cg13816802",5.59933988526759e-05,0.0412466373156604,1,0.844563185805915
"cg13823234",4.3838600371551e-05,0.0369583183374691,1,0.28260347633246
"cg13844552",4.30058263549091e-05,0.0367210683133623,1,0.271009421191541
"cg13851989",2.81284884877276e-06,0.00874691709033213,1,0.217700678846925
"cg13868050",6.35429509758075e-05,0.0439529608775671,1,0.999029850316509
"cg13890487",1.2063254835816e-05,0.020513879253203,1,0.0376654778206114
"cg13919631",7.30065401579981e-05,0.0462449810876633,1,0.563784211054213
"cg13994833",2.70695738713244e-05,0.029892344528319,1,0.253591310151941
"cg14029994",6.52462587408714e-05,0.0442277055201671,1,0.774343231780559
"cg14107807",1.08686012298558e-05,0.0193398462243123,1,0.022217454473274
"cg14128415",1.40861610504962e-14,2.18903168573026e-09,6.56709505719077e-09,0.370615751360955
"cg14136372",6.11268907260677e-05,0.0433098884475825,1,0.552644934378308
"cg14213581",1.27269885865291e-05,0.0206392247363454,1,0.561840213438755
"cg14230719",1.32512737997312e-05,0.0209631751237745,1,0.732175382338033
"cg14250740",8.26650482230435e-05,0.0486631230151714,1,0.598571437261934
"cg14257449",1.81399613165811e-06,0.00734569771168748,0.845701322544196,0.362346246473895
"cg14272338",3.34913689141072e-05,0.0331506955627962,1,0.0110719445029743
"cg14272935",2.89599990034304e-05,0.0304628740067179,1,0.764736194098849
"cg14286320",1.44467414357961e-05,0.0217057083587488,1,0.809805590146486
"cg14338073",3.52302119829356e-09,8.64454836755392e-05,0.00164246418983524,0.330003253674528
"cg14366571",5.509008318288e-09,0.000122302345669559,0.00256834925906073,0.24317891992552
"cg14452299",4.40740582757217e-05,0.0370229236660648,1,0.00388803978151416
"cg14463433",8.45031780225357e-05,0.0491223717240753,1,0.0444909756831156
"cg14469019",7.55942622804017e-05,0.0468435365188376,1,0.426259560192603
"cg14469389",2.42583099625701e-06,0.00809620104645822,1,0.107655223250721
"cg14469693",4.6903923866569e-06,0.0121483508010607,1,0.192487436070597
"cg14551643",6.32976240333095e-05,0.0439529608775671,1,0.872715748671254
"cg14571092",2.88544203141263e-06,0.00882937240686817,1,0.662444293592762
"cg14582057",5.39370379182089e-06,0.0129842766968456,1,0.662519140637778
"cg14586555",1.33046863274504e-05,0.0209631751237745,1,0.159572322656553
"cg14651453",2.00944563219447e-05,0.0251158616284116,1,0.201714337341654
"cg14666119",2.23872079241529e-05,0.0267233938449548,1,0.479985175211524
"cg14680989",1.26164900963012e-05,0.0206392247363454,1,0.00750742095174869
"cg14768747",9.31912001166971e-06,0.0178579239868958,1,0.61225395712663
"cg14889679",1.57666910236647e-05,0.022898982104211,1,0.700727810552739
"cg14930000",1.1357070141574e-06,0.00608594059038287,0.529476831363309,0.0760795573355119
"cg14945473",5.55982948703845e-07,0.00418071378277857,0.259204254532271,0.561701381567645
"cg14995062",6.55071302173713e-06,0.0142710344259395,1,0.337290647766504
"cg14995774",1.03625561775806e-05,0.0187417001662797,1,0.76428285445736
"cg15014679",1.82588799824857e-05,0.0243813813234626,1,0.0883565279722228
"cg15048991",4.12464505805874e-05,0.0360968480759434,1,0.634725014707817
"cg15097640",5.21536586101838e-05,0.0401229455891009,1,0.322345745819001
"cg15128510",3.64385263489489e-06,0.0101118862682245,1,0.526395971792047
"cg15146720",2.53726029539819e-08,0.000460689499413468,0.0118289358505729,0.581918602812079
"cg15149596",7.75015265181429e-05,0.0472124778974766,1,0.0916521314742949
"cg15166642",2.36283957840023e-06,0.00806585306346962,1,0.934608692917194
"cg15169121",3.83632882690184e-05,0.0352073036626197,1,0.475007265976173
"cg15182222",2.74257938840902e-05,0.029892344528319,1,0.895486711959185
"cg15193461",7.33887348975431e-05,0.0463610958100931,1,0.469701591444801
"cg15267307",1.43108830887993e-05,0.0217057083587488,1,0.673941712615792
"cg15267345",1.88069158104302e-05,0.0246177525206613,1,0.116826335516786
"cg15279475",1.50771525699958e-07,0.00180233441602697,0.0702910422250518,0.11444136926843
"cg15363464",2.96752046181283e-06,0.00898366718819024,1,0.0273243848038346
"cg15383392",3.87960238883743e-05,0.035326280275342,1,0.379928323972224
"cg15428304",1.60418689510333e-05,0.0230968219940419,1,0.029073315565562
"cg15504730",3.10993630345046e-06,0.0092515851024401,1,0.892436404029524
"cg15515265",2.47342496166606e-05,0.0281939603411582,1,0.702266552333572
"cg15578140",3.42305865474841e-05,0.0335354494399614,1,0.588096311436082
"cg15634747",4.12682295375632e-05,0.0360968480759434,1,0.434370286822875
"cg15806457",8.54249052703074e-05,0.0494279132717175,1,0.165745502799054
"cg15821554",4.11873239566884e-08,0.000647457921257445,0.0192019011145237,0.360223247356149
"cg15829619",4.4425500096174e-05,0.0371175053303533,1,0.0129648786065332
"cg15983109",4.42718667358005e-05,0.0371175053303533,1,0.53527550258664
"cg15996282",2.79706831946022e-05,0.0301158989410446,1,0.0390172211084937
"cg16006015",8.81304460235148e-06,0.0172553069743016,1,0.136859985134306
"cg16073236",2.58694770016761e-06,0.00823045846398901,1,0.0802178879132993
"cg16102016",1.93675157271424e-05,0.0247328431701081,1,0.510499934368716
"cg16136262",2.50051806029913e-05,0.0284332688871707,1,0.144785335187471
"cg16157980",2.193503224041e-05,0.0264829426112374,1,0.557410955788036
"cg16166826",7.57399222581052e-06,0.015423994987933,1,0.800592174739344
"cg16190211",4.37812877878438e-05,0.0369583183374691,1,0.51525873619472
"cg16248045",9.08454614434939e-06,0.0175012279893016,1,0.843153703719088
"cg16359985",2.90100818452411e-05,0.0304628740067179,1,0.603519160880617
"cg16402006",3.61611922196189e-06,0.0100950139302493,1,0.638921178103098
"cg16482761",2.90389121635752e-05,0.0304628740067179,1,0.620606972884447
"cg16572020",5.62945429486099e-06,0.0131960114456067,1,0.106407571122271
"cg16644081",3.2486902493862e-05,0.0324318764984174,1,0.182717780746288
"cg16655295",2.22179357256578e-06,0.00789606962825662,1,0.615301777660016
"cg16678975",1.95080109258987e-05,0.0247328431701081,1,0.066578999426072
"cg16679515",8.84585747348954e-06,0.0172553069743016,1,0.981754290342219
"cg16754082",5.05059974312653e-05,0.0396745315928739,1,0.878417875108035
"cg16782885",7.4816452726257e-05,0.0467561710577152,1,0.209874256392503
"cg16803837",4.70856359660167e-05,0.038044622630989,1,0.16024718667034
"cg16831894",7.37149142444763e-05,0.0463912838403497,1,0.124860608535177
"cg16843056",5.86629520668968e-05,0.0421565514973047,1,0.989762504069341
"cg16907496",5.38591358770471e-05,0.0404341608343031,1,0.839822319299601
"cg16933388",1.96919204407709e-09,5.73784408548211e-05,0.000918055053677138,0.731681481261377
"cg17033854",2.31907620182909e-05,0.0271260654996025,1,0.0369222449587159
"cg17037018",2.03677298535705e-05,0.0252940437358692,1,0.387285081692419
"cg17072268",6.40416911277742e-05,0.0440642125770715,1,0.00932019569133817
"cg17133668",8.2761311579558e-05,0.0486631230151714,1,0.651981009140863
"cg17207559",9.05583496957358e-06,0.0175012279893016,1,0.340643951328795
"cg17212304",2.05003124793483e-06,0.00770760498442298,0.95574301806845,0.243312989794256
"cg17213154",4.66031936782635e-05,0.0379839655971146,1,0.715413849326325
"cg17307919",3.35192046184647e-06,0.00970618314656511,1,0.272181223824751
"cg17327217",1.995309618785e-07,0.00222634953411288,0.0930231302064134,0.160257902934009
"cg17381754",6.46976596803489e-05,0.0441044798911121,1,0.472048427353939
"cg17401837",6.98012850656644e-05,0.0451344122214128,1,0.897676284249763
"cg17524287",2.42117774750806e-05,0.0277340259579357,1,0.828532219605438
"cg17548969",9.6360435228383e-06,0.018041808091321,1,0.938830454628781
"cg17590805",3.76952583888652e-05,0.0349678673392158,1,0.63680454419312
"cg17638841",8.72297868327539e-06,0.0172135802635111,1,0.451307449227997
"cg17763019",6.79644685630964e-05,0.0451344122214128,1,0.0968832035358185
"cg17774418",9.42291826364647e-06,0.0178579239868958,1,0.840977775015635
"cg17822282",4.08815498991201e-05,0.0360968480759434,1,0.438850873235548
"cg17837967",1.41306309837784e-07,0.00173363877376746,0.0658782734031634,0.0029292572493881
"cg17850880",3.7601108629808e-05,0.0349678673392158,1,0.915237202336554
"cg17861150",5.17269683989172e-05,0.0399926670154076,1,0.689661677344401
"cg17868363",4.2059120555186e-05,0.0363791104543835,1,0.319659405701359
"cg17893459",5.05495856282635e-05,0.0396745315928739,1,0.0781639815118334
"cg17927583",1.03716544358864e-05,0.0187417001662797,1,0.549591291201755
"cg18031747",1.20134394270172e-06,0.00615469624376951,0.560077358183025,0.523688345878723
"cg18059802",1.49671031656293e-09,4.65186546649658e-05,0.000697779819974487,0.473196530936814
"cg18065597",1.66989967776589e-06,0.00707747508065053,0.778522258871559,0.159395510573811
"cg18086386",8.08122846465952e-05,0.0479941584876491,1,0.698638299709774
"cg18115407",2.69774994996527e-05,0.0298744728366593,1,0.975737930266372
"cg18159860",3.78805941832694e-05,0.0350232394702565,1,0.829665535245562
"cg18184769",8.38514866381413e-05,0.0489878668346883,1,0.858505590945892
"cg18208842",3.48797294315394e-05,0.033822468249068,1,0.947408605410886
"cg18226525",1.70210946464439e-05,0.0236778580193202,1,0.901211136527447
"cg18230356",3.87437326449478e-05,0.035326280275342,1,0.598054815287969
"cg18293158",6.10641132581311e-06,0.0137676485575796,1,0.585516772539915
"cg18350458",8.57976636507213e-05,0.0495045086298752,1,0.571528253844839
"cg18356170",6.48608951541905e-08,0.000916325244513333,0.03023873306894,0.882840617393604
"cg18436827",2.23565223093049e-06,0.00789606962825662,1,0.761007563478418
"cg18463605",3.70743823450158e-05,0.0349325997250678,1,0.640750989888262
"cg18508845",4.61998242286766e-05,0.0378921701393223,1,0.0679505742480792
"cg18512262",6.40778681742888e-05,0.0440642125770715,1,0.955799148579317
"cg18524251",1.77890070641834e-06,0.00727490806525079,0.82933951943859,0.604841278876366
"cg18552939",6.80488470522329e-06,0.014619808725979,1,0.817464244813564
"cg18575730",1.1933557248273e-06,0.00615469624376951,0.556353179116012,0.818758760022856
"cg18638598",1.39899672767511e-06,0.00645767193477905,0.652224865412684,0.788203311487234
"cg18670765",6.89694519605587e-07,0.00462910814225137,0.321541792290801,0.553764681480765
"cg18701685",6.71220482517644e-05,0.0450791926620229,1,0.673559478481574
"cg18736835",1.84067566125994e-05,0.0243813813234626,1,0.312569402639087
"cg18762288",4.50242322940937e-05,0.0373500041167209,1,0.977317438789895
"cg18766795",7.12972749380258e-06,0.0151093336925427,1,0.833307080620719
"cg18811319",4.53858035047265e-07,0.00364815001140259,0.21159270066135,0.671203830344809
"cg18884447",9.38007457010061e-06,0.0178579239868958,1,0.861169840308642
"cg18918090",9.990778669992e-07,0.00589593788982063,0.46577909329583,0.413020063273885
"cg18960218",3.24673577656394e-05,0.0324318764984174,1,0.663223110165796
"cg18981758",4.59677812150598e-05,0.0377964608685922,1,0.680165749894073
"cg19009405",8.35607319276727e-05,0.048879253790801,1,0.229462488811905
"cg19027884",5.33107922744187e-05,0.0404341608343031,1,0.167438038350188
"cg19062108",5.48355705572206e-05,0.040903738422258,1,0.545994093328734
"cg19104032",5.76516441396345e-05,0.041800490455202,1,0.427699220120264
"cg19204946",3.60953492705804e-07,0.00309386437225124,0.16827976688088,0.945957107929395
"cg19216198",8.27443538236572e-05,0.0486631230151714,1,0.728745428775983
"cg19216660",1.70647934606402e-05,0.0236778580193202,1,0.674695979048735
"cg19257111",7.25959976561919e-06,0.0151093336925427,1,0.0394564416499025
"cg19296501",8.9276880867352e-13,8.430259827085e-08,4.16216853522873e-07,0.409752989493189
"cg19314263",1.62011151224284e-05,0.0230968219940419,1,0.369150616941914
"cg19332650",7.57668394759556e-10,2.52308446180327e-05,0.000353231824652458,0.779967148116542
"cg19362572",1.83038881636604e-05,0.0243813813234626,1,0.177630453173931
"cg19363128",3.9696943701791e-05,0.0357279390468499,1,0.553836714186897
"cg19402230",3.41893136710457e-06,0.00973941780068343,1,0.741134345270913
"cg19476342",6.33758268017568e-05,0.0439529608775671,1,0.432158338277217
"cg19542048",4.26617807844888e-06,0.0113653178044319,1,0.730624107640288
"cg19591696",1.29165644115673e-05,0.0206392247363454,1,0.742277096864286
"cg19605920",6.98979333815093e-05,0.0451344122214128,1,0.0622078237071118
"cg19620758",1.57156511748284e-05,0.0228961813080174,1,0.228681128878521
"cg19666555",1.84148526022488e-05,0.0243813813234626,1,0.0456889782413082
"cg19671650",1.92750542294309e-05,0.0246873729594746,1,0.418677648260843
"cg19676227",4.92155258530013e-05,0.0390216345108876,1,0.698413832621386
"cg19728223",2.79921669812612e-08,0.000466078577720243,0.0130502001761668,0.246498793383288
"cg19784910",7.28028106266464e-05,0.0462247211647032,1,0.388237414661144
"cg19878711",8.14011687562511e-08,0.00111617522013774,0.0379499574846831,0.363300034168736
"cg19887502",3.13436897675689e-06,0.0092515851024401,1,0.216395545676603
"cg19950767",3.18079971011252e-05,0.0320977803474426,1,0.320123971903606
"cg20031032",6.7201703313548e-05,0.0450791926620229,1,0.55241452485449
"cg20044211",5.43634040600038e-06,0.012997286278672,1,0.0404470520047103
"cg20047235",1.40172113322712e-05,0.0217057083587488,1,0.992129834985037
"cg20048260",4.15193537613806e-05,0.036248495126853,1,0.83003533153389
"cg20064047",4.9911338949407e-05,0.0394957083485908,1,0.166340400375161
"cg20064704",1.34950425538804e-06,0.00631339941127417,0.629151029400203,0.106332691066778
"cg20260841",5.56427939985346e-05,0.0412419258303065,1,0.290264572829545
"cg20276677",1.69299800886501e-05,0.0236314643327828,1,0.71139726804739
"cg20305726",4.01740228391749e-05,0.0358498233115616,1,0.546692688628148
"cg20329303",3.74646759253515e-05,0.0349327381969644,1,0.290722043238685
"cg20469879",1.34953066311213e-06,0.00631339941127417,0.629163340918843,0.248592604675958
"cg20548013",7.50481048993303e-05,0.046788809922532,1,0.5417613651413
"cg20581490",1.22019092272838e-05,0.0206110141266042,1,0.595451813057362
"cg20629316",2.24122995595491e-05,0.0267233938449548,1,0.756831055814802
"cg20634498",4.43778403159301e-06,0.0117553116794599,1,0.513199506125175
"cg20703375",5.3798154238649e-05,0.0404341608343031,1,0.209543369464396
"cg20706311",2.31582525613084e-05,0.0271260654996025,1,0.317983329420089
"cg20709530",6.3267142851269e-05,0.0439529608775671,1,0.228141992935068
"cg20740434",3.92650482474632e-05,0.0355499590736858,1,0.678360883706377
"cg20792895",3.77273653482141e-05,0.0349678673392158,1,0.234392302597331
"cg20815701",1.07601571879971e-06,0.00605693417679498,0.501648212245894,0.349653015303951
"cg20822540",7.41233726540774e-07,0.004733833348176,0.345569834416848,0.225582268378849
"cg20865068",2.13811026172135e-05,0.026094404371907,1,0.0568641361492266
"cg20968821",3.55944888618874e-05,0.0342154042429107,1,0.987646746591871
"cg20988861",2.77307401302465e-05,0.0299266681143104,1,0.923777743313332
"cg21101652",4.03937798173631e-05,0.0358703689426153,1,0.127759182011063
"cg21111812",5.23086917716293e-05,0.0401759190809877,1,0.909417631015184
"cg21112099",2.30445925793548e-05,0.0271260654996025,1,0.636953669489367
"cg21186900",1.24636237415463e-06,0.00618154634140698,0.581065356092256,0.066631175449989
"cg21249274",8.66029063336294e-05,0.0496708965989331,1,0.968551017934385
"cg21396211",2.59225352424885e-06,0.00823045846398901,1,0.547833076760443
"cg21404933",7.39430851652862e-05,0.0464319275990542,1,0.362349781389569
"cg21422164",5.10845162205499e-05,0.0399483090947743,1,0.815618346287536
"cg21438062",6.4702013722184e-05,0.0441044798911121,1,0.0516901148742571
"cg21444912",5.41199978222522e-05,0.0405646785606341,1,0.869808554463031
"cg21487561",5.79293108122841e-05,0.0418067586137526,1,0.0994854965754884
"cg21510910",3.99446773875838e-05,0.0358498233115616,1,0.01037627531858
"cg21526778",1.63694197298413e-05,0.02311160583935,1,0.396870397069543
"cg21548220",7.81731818397877e-05,0.0472124778974766,1,0.690709118297771
"cg21559943",4.69351583849228e-05,0.038044622630989,1,0.720983102613726
"cg21616161",1.936537869747e-06,0.00765111342132949,0.90283138371688,0.468372119738825
"cg21638625",8.07315020486784e-05,0.0479941584876491,1,0.444616144014599
"cg21699252",7.82727480941283e-05,0.0472124778974766,1,0.284288750082261
"cg21703068",7.02645544308792e-05,0.0451834036643666,1,0.160193862674066
"cg21707172",2.3852968973402e-05,0.027525912901289,1,0.354961299857799
"cg21724451",1.10936904755945e-06,0.00608445571872887,0.517197834293641,0.99519318045888
"cg21782089",1.06616790202679e-06,0.00605693417679498,0.497057071436007,0.79378889554011
"cg21801984",7.53756418985715e-05,0.0468435365188376,1,0.249267730670146
"cg21824733",2.31303541090012e-11,1.19817547320037e-06,1.07835792588033e-05,0.996082409042834
"cg21845373",2.04715391944328e-05,0.0252940437358692,1,0.0982881938566572
"cg21877220",4.70498788206147e-05,0.038044622630989,1,0.880331901292583
"cg21885995",4.632801378655e-05,0.0378921701393223,1,0.86857045024229
"cg21893663",7.25405820988669e-06,0.0151093336925427,1,0.253753019050167
"cg21915368",4.34284702433114e-05,0.036852785354806,1,0.228657251289479
"cg21922731",2.85185389876784e-05,0.0304628740067179,1,0.693200035571846
"cg22013719",2.29260808949673e-19,1.06883452479618e-13,1.06883452479618e-13,0.555424423075274
"cg22058533",2.59530454255134e-05,0.0290397662873896,1,0.651000316167979
"cg22163535",4.7717170162767e-05,0.0382894564275618,1,0.440306956399031
"cg22191973",7.59275090507095e-05,0.0468848848569831,1,0.418504688653932
"cg22208304",1.33793793638655e-06,0.00631339941127417,0.623758707384839,0.811090310555646
"cg22208435",2.32231224653283e-05,0.0271260654996025,1,0.545278807292741
"cg22285914",5.77472886108044e-05,0.0418048224781902,1,0.779887857509267
"cg22305293",5.66070942851804e-05,0.0415685392773466,1,0.00884709174175347
"cg22330913",8.53794598084027e-06,0.0170679903911816,1,0.114339305673481
"cg22337605",6.80284698388112e-06,0.014619808725979,1,0.656952987688343
"cg22349573",8.62770475365604e-05,0.0496156027422378,1,0.991984022731236
"cg22363043",4.82513067771378e-05,0.0385191669199703,1,0.977749270667594
"cg22404125",8.48857055794963e-05,0.0492219899409346,1,0.0600471815003854
"cg22415472",4.21796781123816e-06,0.011301462961549,1,0.978864236406759
"cg22424536",4.18014688759714e-05,0.0362909143448748,1,0.783707536207754
"cg22444116",6.83803158638267e-05,0.0451344122214128,1,0.852063111747588
"cg22471401",9.04128816376882e-13,8.430259827085e-08,4.2151299135425e-07,0.924506259727557
"cg22483742",4.16631545888718e-08,0.000647457921257445,0.0194237376377234,0.130592404453617
"cg22543892",3.64713835944668e-05,0.0347265094154821,1,0.474046396623343
"cg22573117",2.28193940451078e-05,0.0271189209992585,1,0.594297132562315
"cg22589822",5.38884966340907e-06,0.0129842766968456,1,0.42290270968687
"cg22672625",2.37022852346338e-06,0.00806585306346962,1,0.961086185079591
"cg22688241",5.34433873195955e-05,0.0404341608343031,1,0.784936193603592
"cg22698996",4.70197573600646e-05,0.038044622630989,1,0.00982480420996404
"cg22730398",1.69819515801236e-07,0.00197928466605446,0.0791713866421784,0.927881379219026
"cg22772355",7.74719186811095e-05,0.0472124778974766,1,0.867684784452486
"cg22799110",2.16586961796354e-05,0.0263641751624324,1,0.995570008926904
"cg22800273",1.14694691823207e-10,5.34716975802054e-06,5.34716975802054e-05,0.568410078818482
"cg22827524",1.11217455845309e-05,0.0194405297130724,1,0.802908969613274
"cg22853371",4.20487161242623e-05,0.0363791104543835,1,0.815379954713509
"cg22951263",3.79867821771259e-06,0.010417517489421,1,0.130795512730512
"cg23021855",7.5762047756192e-06,0.015423994987933,1,0.252544295467947
"cg23059701",4.26105838776962e-05,0.0365173487114649,1,0.291675277920633
"cg23060191",5.58025236388825e-05,0.0412466373156604,1,0.790896343900381
"cg23142890",2.28622138472457e-06,0.00801396229737636,1,0.95944565343218
"cg23168555",1.09131842339118e-06,0.00605693417679498,0.508782470850778,0.860770442629979
"cg23217419",6.84902268671769e-05,0.0451344122214128,1,0.599153701584043
"cg23265009",2.28730102971472e-05,0.0271189209992585,1,0.620741978872104
"cg23344257",1.21004030266057e-05,0.020513879253203,1,0.5115765923665
"cg23371883",2.74001580023108e-05,0.029892344528319,1,0.90809950482824
"cg23410483",8.04630891754875e-05,0.0479700976232926,1,0.274741125773907
"cg23535170",6.41763679805228e-05,0.0440642125770715,1,0.177575965248397
"cg23618440",2.33998629216505e-06,0.00806585306346962,1,0.325512436831025
"cg23632849",1.8443248295236e-05,0.0243813813234626,1,0.733414835186141
"cg23699046",1.98428479909604e-05,0.0250024711324801,1,0.271664250192395
"cg23743543",9.82439471514118e-06,0.018320884943005,1,0.60574636695015
"cg23774448",1.96013201229231e-05,0.0247650727728668,1,0.294612339630126
"cg23779087",4.25787691810794e-05,0.0365173487114649,1,0.432607658822953
"cg23812948",5.49242551331952e-06,0.0130284489238143,1,7.56365613787746e-05
"cg23894439",6.0578850655627e-06,0.0137676485575796,1,0.81577606021463
"cg23941963",6.34642026043631e-05,0.0439529608775671,1,0.605882792517724
"cg23963802",6.98638927603791e-05,0.0451344122214128,1,0.620934014498363
"cg23978104",1.42051901089384e-05,0.0217057083587488,1,0.237024555272182
"cg24023970",3.472469373698e-06,0.00975238839905043,1,0.39131991655866
"cg24124620",3.57275048944066e-05,0.034272601500651,1,0.882192444105454
"cg24126432",2.95670034656685e-05,0.0306546281226938,1,0.365356045265208
"cg24146100",2.58919479057613e-06,0.00823045846398901,1,0.581218147836129
"cg24148447",2.05082881972646e-05,0.0252940437358692,1,0.68005669640979
"cg24148817",1.59866655060596e-05,0.0230968219940419,1,0.276461442685089
"cg24149278",6.47865168428319e-05,0.0441044798911121,1,0.49242606791981
"cg24163263",4.12624977132195e-05,0.0360968480759434,1,0.440643804482523
"cg24171594",6.81795824407193e-05,0.0451344122214128,1,0.765497641171422
"cg24284036",1.07691650195378e-05,0.01923632817852,1,0.029529457967682
"cg24344662",2.18966606406763e-06,0.00789606962825662,1,0.627210141218389
"cg24350771",5.95338839210894e-07,0.00433675507640112,0.277552324889672,0.948328376955137
"cg24371157",5.11554700350707e-05,0.0399483090947743,1,0.0736000201907102
"cg24382070",3.36591953084834e-05,0.0332249722218219,1,0.313969764130542
"cg24389412",1.28584802048508e-05,0.0206392247363454,1,0.42479706074265
"cg24412501",2.5583530265024e-06,0.00823045846398901,1,0.0912886073364396
"cg24430578",2.40904503655297e-05,0.02766301668587,1,0.992224541850303
"cg24435924",1.05449643739458e-05,0.0189082972915881,1,0.155508638026054
"cg24459759",6.82950590820733e-05,0.0451344122214128,1,0.089977190806148
"cg24498376",2.59670477737841e-05,0.0290397662873896,1,0.450618368973391
"cg24506706",5.2202704294772e-06,0.0129842766968456,1,0.316389022652944
